beta,gamma
0.36514599,0.08531687
0.32622334,0.10430292
0.51849186,0.13649516
0.48982083,0.13407559
0.41120492,0.12301118
0.54446863,0.13468967
0.50044836,0.11999093
0.40725059,0.11246347
0.32641733,0.11046455
0.38143915,0.09670288
0.45369670,0.14566224
0.50588694,0.13711266
0.36730209,0.07567820
0.32313792,0.08891848
0.32583386,0.08343574
0.38063735,0.12803039
0.40546667,0.13519185
0.41941393,0.10291025
0.37768756,0.09763104
0.42000013,0.09145054
0.40955292,0.12168112
0.33305828,0.10017688
0.38177484,0.08464228
0.44273889,0.10049608
0.50904768,0.13905227
0.41084298,0.09867245
0.31059785,0.09308706
0.48136966,0.11347871
0.34300385,0.12566528
0.33082877,0.07265656
0.41219912,0.09576269
0.39562564,0.11901554
0.40274273,0.10582264
0.35184300,0.08790139
0.40772117,0.12873371
0.47538607,0.11046967
0.48107690,0.14191115
0.50851518,0.14425061
0.45613162,0.10486235
0.37817709,0.09880437
0.44730026,0.10187014
0.35917752,0.07952836
0.39472149,0.10082458
0.41718191,0.09790846
0.43892150,0.12144902
0.55264515,0.17470408
0.53596183,0.13579992
0.54783136,0.15449694
0.44393859,0.11108649
0.34190531,0.07954821
0.46685064,0.12350758
0.45940494,0.11938400
0.41926325,0.09447606
0.49561928,0.16114987
0.48197359,0.12059016
0.48216667,0.11264758
0.37748755,0.13037727
0.43873967,0.12714294
0.43934765,0.13687981
0.45098813,0.10369188
0.54946365,0.15716970
0.40488832,0.10133955
0.50497931,0.14538766
0.39303160,0.10644688
0.51133786,0.12399893
0.38262902,0.09926389
0.53712439,0.15586054
0.43904401,0.12276545
0.56986331,0.12764495
0.33893682,0.07876630
0.34062472,0.09403526
0.35657737,0.10649775
0.34151974,0.09044532
0.41827871,0.11856004
0.38120193,0.13673826
0.42666138,0.08994309
0.48567125,0.12132831
0.38636885,0.08727718
0.36897203,0.10075905
0.42817206,0.10252249
0.33973942,0.09805599
0.44130506,0.09778185
0.39500456,0.08294840
0.46295229,0.14525064
0.37027946,0.10069296
0.50270970,0.12926665
0.56627701,0.16677200
0.42523590,0.09713388
0.37563947,0.11332088
0.41507905,0.11808904
0.41605546,0.10523593
0.39197334,0.09578843
0.52695924,0.14623455
0.45409490,0.13457521
0.49243878,0.13977118
0.43136264,0.13758497
0.37909101,0.09771755
0.45185386,0.11935329
0.35542458,0.09443778
0.54003585,0.10605421
0.36877305,0.09717928
0.51275016,0.15341929
0.48559634,0.14620101
0.46208238,0.12763608
0.51395422,0.13091902
0.30303814,0.08425722
0.37356830,0.09034920
0.52722957,0.13110935
0.35894584,0.10394224
0.33900415,0.07340806
0.46074949,0.10727247
0.45652194,0.11935957
0.55319642,0.12937979
0.47775638,0.12743454
0.36610036,0.08777328
0.31940723,0.08028630
0.41454180,0.14088873
0.47605718,0.12628075
0.40550628,0.13609041
0.50672786,0.11280192
0.50712746,0.14646644
0.40865776,0.10243436
0.35390756,0.10344942
0.44449497,0.12743820
0.57723804,0.18126792
0.33583384,0.11461789
0.38571426,0.08428876
0.29263625,0.06472489
0.42869231,0.12731696
0.40467894,0.08679238
0.54920395,0.16598642
0.45707007,0.13886290
0.52987559,0.14348727
0.37171321,0.08610345
0.33766374,0.10281625
0.51240066,0.14304423
0.45557382,0.14749682
0.48513591,0.09786798
0.37956072,0.12290225
0.43965560,0.12192919
0.36442113,0.08727059
0.31314338,0.08046432
0.50448419,0.13477844
0.45213771,0.14009189
0.44528171,0.12547778
0.30915799,0.06716811
0.48422393,0.17330002
0.42074499,0.12603990
0.27782091,0.07836194
0.48527748,0.15344416
0.45869753,0.14311738
0.54715605,0.17400470
0.48570516,0.15493575
0.40881016,0.10807830
0.39278307,0.09326742
0.38902558,0.10819664
0.44275041,0.10594995
0.37832825,0.08186992
0.43045044,0.13495479
0.49618202,0.15863982
0.39761267,0.12000128
0.46654552,0.16226732
0.43855786,0.12174873
0.41279884,0.12695273
0.37485719,0.13686417
0.35763277,0.09782563
0.51852221,0.13296673
0.48729563,0.10443671
0.38269876,0.08002335
0.32453297,0.08021331
0.41057695,0.11376914
0.42951405,0.13344268
0.39835173,0.13074783
0.42286577,0.09445463
0.37615571,0.09102832
0.32855818,0.07691189
0.32980690,0.08531198
0.43173859,0.08345180
0.39506534,0.09159546
0.54597755,0.17577975
0.49248927,0.15883466
0.36887996,0.09621322
0.42103734,0.13322856
0.48578929,0.11819603
0.51242526,0.16219111
0.50581145,0.14541215
0.44055992,0.16102175
0.48373908,0.12238559
0.43285950,0.12852519
0.42195666,0.13046118
0.34445935,0.09014075
0.46677977,0.11111176
0.51540743,0.16267381
0.33116438,0.11065209
0.50201831,0.13857371
0.36710964,0.10962006
0.47178878,0.10922370
0.39738714,0.10653477
0.51415517,0.13741034
0.29446439,0.06648938
0.34557364,0.09394190
0.44938456,0.13528425
0.32800995,0.08406178
0.46460050,0.12440793
0.41844661,0.08496494
0.40919697,0.10146170
0.57416237,0.16506222
0.38199052,0.10162916
0.44490584,0.11000182
0.29438544,0.06936150
0.32267963,0.08847456
0.36794129,0.11299305
0.47134603,0.10116589
0.48672109,0.15691121
0.49017014,0.10674901
0.50078909,0.11606980
0.38400712,0.12320651
0.33460086,0.09305446
0.47805417,0.14272361
0.38965440,0.11883813
0.43070840,0.09654162
0.49889372,0.13824683
0.32260503,0.10513907
0.49268421,0.12100045
0.38260998,0.08999794
0.47293448,0.14013999
0.45550156,0.13115834
0.45791674,0.11127991
0.38036709,0.10585972
0.33103362,0.07755573
0.38950899,0.10748870
0.38068351,0.08849418
0.26085551,0.07220486
0.37956386,0.08998432
0.32414771,0.11849208
0.34440298,0.11713165
0.40769262,0.13915734
0.45238765,0.10833173
0.42717187,0.12520017
0.33895082,0.07300371
0.45016776,0.08867934
0.49139952,0.11929718
0.39291441,0.13154802
0.43951386,0.11634172
0.35597804,0.12651215
0.58876461,0.18281333
0.32289562,0.08883252
0.55988863,0.17980849
0.57289820,0.16053040
0.40655567,0.07997074
0.47514211,0.13172215
0.44611606,0.11388377
0.46111789,0.15559458
0.37584427,0.08091703
0.45809332,0.14944042
0.35196102,0.11190102
0.42866269,0.09447732
0.42217120,0.10321110
0.35570627,0.09885436
0.41336926,0.13620158
0.46320397,0.13219409
0.36118486,0.11523216
0.36095815,0.11651373
0.40700028,0.09373968
0.43832890,0.14665446
0.35773533,0.07446876
0.25264292,0.08269459
0.51695431,0.12119485
0.36798556,0.11285732
0.51428284,0.10940624
0.37936051,0.11075420
0.35300713,0.11123520
0.43678709,0.10066465
0.49442341,0.15103957
0.41709630,0.13269180
0.30728391,0.09164300
0.49140230,0.14576209
0.47831231,0.13211417
0.38466687,0.10339635
0.41385001,0.10656397
0.30844072,0.07541052
0.42274917,0.09126173
0.48205531,0.13568800
0.38222453,0.13648680
0.43413476,0.11254579
0.30864903,0.07622322
0.39706665,0.13062053
0.45678891,0.12284113
0.35333249,0.08480538
0.38999601,0.14517662
0.33769382,0.10306847
0.39950405,0.09032149
0.32670737,0.09761395
0.48092926,0.12225855
0.47072506,0.13030930
0.47753219,0.11552146
0.33835803,0.09314841
0.45073092,0.13954063
0.53154953,0.15316900
0.46973215,0.14820727
0.42089952,0.15095114
0.42528094,0.10161375
0.34487157,0.08704397
0.52705710,0.13556207
0.38910857,0.10512521
0.39556121,0.10894640
0.48883338,0.11489259
0.61551927,0.17392388
0.56542640,0.16755963
0.46925842,0.14291273
0.27626333,0.07364097
0.50042594,0.16914900
0.43442790,0.10259374
0.42681977,0.13263387
0.56428202,0.12334225
0.44959260,0.09573773
0.41607349,0.10870584
0.48167920,0.12652929
0.40219226,0.12081454
0.28242982,0.07396148
0.44365596,0.10857578
0.34952434,0.09318190
0.40995001,0.10421054
0.38866236,0.12633317
0.35843582,0.10682618
0.44191518,0.12131394
0.39227643,0.10909023
0.36907900,0.10177791
0.39406589,0.12725312
0.51283145,0.15994988
0.40063147,0.11685955
0.40279885,0.13148814
0.35268194,0.10022145
0.45702433,0.14046623
0.59145193,0.18137742
0.36444720,0.09533406
0.36332079,0.11574459
0.39266849,0.10405147
0.60629683,0.14727380
0.54567871,0.12358605
0.38029929,0.09865628
0.36707777,0.09064292
0.46423066,0.12153913
0.39433702,0.09234521
0.39500106,0.12469794
0.42895749,0.11094821
0.50009791,0.13469771
0.39308370,0.11865538
0.49958999,0.11846197
0.23993088,0.07410867
0.45084110,0.09870657
0.46422548,0.14824852
0.34959940,0.07825217
0.41029858,0.08603052
0.34343531,0.08428238
0.55395597,0.16553586
0.49593759,0.16094559
0.32767599,0.10611864
0.42114480,0.14463256
0.43614706,0.10987499
0.50539867,0.14368485
0.36495348,0.12088939
0.38572106,0.11972955
0.61496809,0.14171883
0.51312680,0.16083682
0.40133498,0.12017739
0.32960244,0.08874932
0.31880601,0.10030603
0.42202498,0.12568835
0.40764763,0.14215661
0.40755484,0.13387553
0.38521978,0.09961666
0.47336490,0.13329521
0.32318277,0.07208338
0.47895690,0.13411288
0.29945486,0.07002929
0.46656881,0.13818912
0.37110521,0.09764153
0.49478454,0.13169891
0.44974255,0.10784588
0.53106310,0.13286594
0.37348677,0.12945587
0.43943007,0.13714800
0.41059232,0.10143073
0.48497714,0.12565781
0.39747990,0.12037432
0.37627961,0.09331137
0.53190345,0.13635969
0.52368125,0.11490939
0.44413231,0.14424428
0.46592555,0.11551942
0.46548625,0.15573734
0.47531247,0.15001147
0.40580716,0.08773531
0.52051777,0.14278961
0.50741587,0.14432851
0.31069887,0.08091608
0.34869832,0.07346996
0.38258080,0.10133480
0.50333220,0.14105057
0.28486037,0.07763237
0.36993964,0.08647087
0.37766063,0.11843935
0.34567873,0.07964505
0.43482056,0.11943299
0.36284774,0.09326391
0.36737395,0.10277034
0.44250656,0.12694722
0.41722139,0.14397162
0.49043887,0.10666002
0.40365297,0.11688980
0.43954258,0.12717640
0.43138577,0.11820935
0.47553000,0.11195743
0.46592994,0.12663608
0.44091042,0.12882802
0.47482360,0.13014691
0.37014256,0.09728904
0.40880290,0.12301698
0.35459383,0.08568112
0.35169490,0.11240137
0.43400409,0.12176073
0.31364118,0.08394248
0.50241349,0.13650359
0.33877926,0.09364735
0.57196410,0.16595804
0.41307982,0.10353222
0.49865958,0.12654262
0.32806362,0.09096772
0.52867162,0.14782467
0.39723742,0.11898880
0.38217754,0.09645012
0.51185835,0.14214946
0.39273976,0.09574130
0.39420678,0.10285729
0.38167172,0.10354180
0.47660953,0.12555617
0.31319787,0.09076218
0.37417215,0.11860778
0.45330025,0.10432741
0.42790857,0.12829835
0.45405394,0.15266544
0.36070279,0.12173646
0.38328067,0.11694587
0.41236642,0.12819147
0.35866311,0.10265210
0.43632110,0.11969774
0.38801718,0.10693437
0.31754209,0.08846673
0.44272885,0.12371825
0.42713733,0.13929283
0.49361542,0.12850291
0.49127456,0.12927368
0.44455441,0.11950911
0.35822520,0.09769848
0.35527234,0.10317514
0.59606782,0.18031883
0.31104001,0.08126669
0.52892529,0.14735145
0.27722013,0.08586564
0.41792480,0.09003698
0.38518144,0.10506058
0.46704564,0.12483138
0.43468956,0.08510280
0.44391650,0.13624476
0.39281877,0.08168387
0.36624448,0.12785771
0.48290137,0.14030670
0.34773794,0.09972587
0.36769015,0.09671419
0.41859321,0.09523686
0.42366752,0.14414114
0.42904211,0.13404815
0.46132802,0.11966197
0.39768133,0.08611964
0.62887167,0.18385150
0.46725885,0.11606950
0.41407110,0.14041254
0.42588839,0.11407172
0.48187163,0.10998760
0.41883611,0.11558439
0.34805757,0.07284528
0.56603005,0.14005661
0.36943016,0.09261103
0.52956278,0.13196102
0.36440756,0.07826707
0.43228667,0.13413912
0.35173986,0.08591562
0.54216849,0.15575405
0.47707002,0.13230979
0.39840511,0.08375866
0.48555334,0.15918639
0.30239495,0.07959026
0.41222959,0.10188488
0.39505802,0.10695864
0.51657268,0.13883133
0.36122863,0.08785301
0.29651928,0.08910458
0.38553001,0.09819721
0.40022585,0.10109782
0.45441022,0.13313561
0.29830918,0.07128998
0.34803268,0.07313787
0.40333834,0.10410270
0.49634650,0.14518784
0.41019312,0.10491684
0.33081223,0.08482683
0.44023877,0.09503093
0.51270907,0.14213940
0.45469663,0.12502694
0.48760215,0.16389497
0.38759036,0.09602044
0.37919426,0.09910425
0.43820710,0.10282094
0.38515058,0.10203480
0.34513354,0.09300986
0.42483288,0.14914197
0.48797465,0.11557315
0.40220306,0.12911182
0.38037698,0.09088774
0.50477142,0.11628353
0.40293310,0.12181299
0.54825570,0.12738642
0.48000533,0.13203957
0.38134361,0.12370342
0.38019904,0.08565818
0.44176974,0.13002869
0.47799052,0.15370277
0.48457194,0.15193622
0.34231766,0.09232270
0.48926287,0.14600507
0.38537589,0.11138761
0.41029732,0.13846299
0.52457204,0.14775844
0.40947833,0.09948091
0.48925272,0.15074572
0.34170981,0.10325152
0.32935440,0.09572948
0.32778098,0.07887301
0.33300679,0.09291150
0.41277417,0.10396502
0.37040616,0.08886263
0.35010954,0.09066065
0.46017646,0.11780803
0.33007499,0.08525790
0.30899121,0.08521582
0.38028437,0.09172257
0.48386569,0.11429574
0.45247770,0.14791135
0.35187318,0.09712200
0.46453091,0.12231829
0.37182460,0.07493860
0.53541900,0.14891155
0.40032522,0.10278824
0.34914391,0.11080691
0.42953822,0.13132530
0.49987872,0.16042880
0.37909671,0.09077713
0.37623334,0.08435606
0.32990039,0.08101601
0.42128713,0.10275430
0.42258012,0.11035453
0.50753938,0.15492424
0.36765523,0.08577710
0.52359523,0.17221159
0.35986595,0.08335285
0.42785526,0.11399072
0.35191725,0.10599258
0.33599336,0.08926100
0.43094408,0.11313607
0.51136565,0.12704026
0.42994471,0.10438784
0.41339331,0.09054390
0.33857419,0.10138379
0.48312789,0.14010146
0.35445291,0.10403807
0.30253454,0.07747115
0.41757317,0.13952501
0.44049111,0.11664318
0.46092497,0.12848331
0.41079155,0.10847896
0.33543615,0.10230228
0.49328060,0.14497558
0.44905982,0.11245047
0.40141959,0.12548972
0.46059845,0.13354765
0.56441290,0.15331518
0.41493094,0.10618265
0.35132141,0.09518093
0.36339116,0.10470383
0.48800717,0.14184161
0.32046208,0.07121090
0.34591436,0.07744709
0.42117674,0.11660308
0.35562081,0.10089466
0.41561280,0.10875974
0.37618359,0.10777294
0.48072478,0.14320845
0.46203453,0.15488719
0.37354766,0.11418612
0.57721084,0.17448170
0.31654411,0.09051370
0.47753298,0.14328357
0.39188892,0.10569185
0.54778146,0.15051950
0.45286607,0.11793360
0.49701579,0.11623877
0.34384731,0.09937164
0.30274669,0.10244250
0.46273739,0.09848892
0.42895229,0.11186617
0.34389141,0.07416589
0.35341981,0.11739458
0.50654973,0.15462212
0.41636304,0.08481371
0.41012126,0.10663635
0.43418883,0.12295323
0.46543178,0.11976150
0.24782570,0.05533180
0.36870769,0.08638654
0.35472325,0.09697147
0.43305293,0.13725484
0.39901760,0.09009424
0.44524005,0.11118857
0.40248411,0.11060241
0.39511836,0.08538260
0.47392275,0.11941618
0.43284030,0.10758612
0.35576288,0.08295102
0.41513022,0.09384182
0.31929365,0.10025065
0.37530524,0.09463739
0.40909307,0.09536918
0.33752042,0.10431420
0.37625524,0.10334334
0.47293629,0.11195396
0.34491804,0.07945576
0.46703155,0.13646860
0.57553704,0.16675748
0.44168112,0.10218192
0.41495673,0.08727549
0.44813991,0.12826300
0.41988502,0.11162694
0.36563512,0.11163571
0.54990114,0.15034646
0.38689253,0.10633940
0.53881673,0.13505489
0.49558037,0.12272252
0.39205692,0.08182382
0.52037591,0.16437320
0.42751032,0.10551252
0.45698937,0.15517647
0.42676693,0.10418453
0.39875512,0.12873262
0.38076907,0.11625466
0.39783175,0.10591507
0.41211321,0.11717627
0.36480784,0.08222093
0.39634172,0.11226013
0.41430293,0.08701261
0.44227373,0.12626253
0.40053310,0.14645276
0.31519527,0.10545562
0.48520660,0.14028971
0.55175150,0.16678412
0.32432640,0.08458502
0.36394261,0.08601185
0.30339601,0.08690113
0.45716774,0.14291427
0.51797051,0.10930422
0.42090390,0.08938002
0.57781708,0.14516958
0.34191155,0.09604755
0.39998785,0.09686836
0.41047497,0.09270147
0.41665632,0.09986953
0.38624816,0.13723651
0.52622268,0.15162921
0.49977687,0.11377260
0.40112145,0.08175940
0.37045826,0.09281865
0.51427909,0.14291051
0.41320042,0.11504794
0.37374927,0.08280450
0.49933472,0.13366849
0.55669784,0.15402421
0.40703912,0.11286154
0.36820082,0.09208591
0.44994386,0.12739627
0.38798337,0.09522111
0.55935387,0.17629950
0.47589352,0.11303925
0.44779471,0.13001300
0.43449118,0.10406288
0.37648614,0.09361188
0.55900179,0.16520319
0.60425829,0.16318896
0.41740839,0.13574794
0.52424020,0.13206304
0.60109226,0.15318052
0.33463441,0.10114518
0.34776571,0.12004673
0.36475170,0.09934511
0.46353921,0.11751400
0.48668013,0.14050892
0.42149903,0.12968509
0.32902679,0.07918231
0.38839608,0.07813726
0.42027659,0.10654808
0.39643602,0.11937666
0.32264050,0.07644481
0.54865560,0.16551801
0.51927110,0.12708229
0.47098398,0.15317872
0.38027845,0.10835745
0.44181130,0.12893566
0.45563639,0.13302884
0.39648607,0.10508406
0.40504786,0.13115772
0.42793916,0.11686551
0.43273366,0.14456278
0.42604002,0.13385320
0.56313099,0.16492668
0.35721825,0.09746685
0.36004746,0.10556375
0.48070214,0.12487209
0.39206235,0.13872898
0.37057712,0.08630503
0.38692117,0.08394919
0.29942325,0.08364318
0.57853020,0.16055018
0.58217454,0.16217175
0.46025625,0.12694453
0.45627646,0.09867587
0.42823866,0.09621750
0.39138978,0.07586626
0.35368160,0.07958140
0.47072535,0.10276432
0.46907224,0.11894343
0.46792747,0.11890153
0.48159842,0.14086686
0.30611059,0.08950460
0.39119850,0.12476742
0.35221594,0.11525411
0.35818713,0.08400437
0.33057585,0.12196857
0.49419914,0.16285103
0.34742898,0.12601251
0.50212988,0.11062271
0.47788867,0.12568696
0.45161453,0.13484421
0.41601041,0.12206583
0.47779529,0.11195610
0.39117979,0.10953128
0.33381736,0.07848776
0.35929322,0.11501059
0.48669376,0.14275690
0.45403660,0.10429955
0.36632408,0.08568040
0.53440687,0.15822865
0.42110960,0.11647814
0.32948741,0.08288728
0.48661455,0.15598088
0.50807984,0.16875188
0.47404292,0.10804120
0.36465945,0.11428627
0.44100710,0.09615320
0.47636610,0.11787229
0.47082105,0.15464076
0.44941799,0.11128983
0.34461963,0.09948044
0.39008874,0.11189722
0.40522793,0.12509343
0.44639419,0.13374639
0.40775851,0.09967998
0.45250422,0.09548388
0.42039814,0.12754879
0.44430529,0.09254895
0.33118495,0.07598832
0.38886696,0.10978736
0.39931261,0.10643393
0.41041329,0.14007868
0.43900842,0.12274685
0.39053640,0.11441062
0.48278405,0.14149156
0.35509018,0.07869769
0.49820155,0.15068076
0.34883553,0.10094791
0.50626765,0.14418250
0.44581653,0.12034620
0.43549560,0.10274392
0.39280226,0.09215150
0.32316563,0.08554749
0.38063969,0.10316529
0.49989825,0.14555727
0.40976370,0.11699986
0.31914049,0.08705674
0.39328830,0.11614179
0.40837879,0.10946986
0.44181436,0.09814758
0.39870749,0.12672486
0.47964789,0.11951399
0.40819951,0.11866473
0.38642159,0.07706127
0.36062542,0.11117316
0.44388409,0.10336943
0.36834219,0.08063835
0.42591697,0.14161946
0.35769358,0.11328341
0.38921301,0.09560473
0.38022022,0.08868407
0.46219222,0.12038494
0.45771077,0.11434213
0.44683134,0.13239544
0.32482405,0.07966631
0.35255991,0.08735473
0.44049260,0.09356765
0.32852385,0.11140762
0.30240689,0.08160334
0.47413910,0.13903962
0.30615052,0.08165743
0.51949451,0.16635887
0.41677729,0.11016231
0.35231170,0.09506541
0.49730848,0.14595084
0.60548083,0.14896734
0.58686428,0.15277546
0.37692525,0.10199735
0.40244360,0.08622736
0.45371087,0.13735167
0.47664626,0.11331962
0.38948652,0.08788949
0.39840614,0.12416914
0.41265981,0.13339260
0.53258044,0.16240970
0.41054488,0.10965909
0.32846000,0.08758693
0.29770449,0.07864173
0.52477866,0.15083637
0.46507513,0.12272694
0.33270285,0.08453416
0.58076684,0.18079792
0.36507285,0.08032177
0.44141928,0.11633044
0.45356359,0.09697538
0.44855168,0.08664062
0.45243209,0.11090669
0.42327879,0.12612503
0.60980799,0.14297394
0.37016827,0.12928738
0.45342040,0.10913197
0.44310479,0.13118642
0.36980885,0.08775203
0.52870629,0.14203342
0.50434270,0.13846313
0.34062286,0.09239802
0.33561682,0.08807685
0.36989603,0.07843245
0.51509545,0.13162769
0.43509823,0.12341937
0.44723274,0.12443839
0.52478249,0.13874910
0.57583205,0.14198390
0.38733430,0.10866729
0.50119009,0.14825724
0.34346766,0.10981380
0.42052913,0.10700918
0.58680914,0.16136549
0.43573233,0.15088601
0.49161697,0.12937844
0.47913621,0.11083932
0.62601390,0.17785929
0.57973832,0.14517593
0.36808876,0.07030024
0.37972370,0.13145274
0.34008571,0.07262838
0.49822041,0.14958301
0.41734540,0.10799404
0.36090233,0.08990118
0.43046712,0.14145501
