beta,gamma
0.48801236,0.12076623
0.40050770,0.08620030
0.37782576,0.12258503
0.34355140,0.10870592
0.33702094,0.10523042
0.45254885,0.11047785
0.31883417,0.07751669
0.40693266,0.12655321
0.49800070,0.13720254
0.27892687,0.09142648
0.44013252,0.09297312
0.44610105,0.12276109
0.46103872,0.11069623
0.33452885,0.08606223
0.37554755,0.09516921
0.48997481,0.12783977
0.39134959,0.12651422
0.35677593,0.12785288
0.40855815,0.11995576
0.31251727,0.07096769
0.46992737,0.13554320
0.41839851,0.12373437
0.43769557,0.10515457
0.50420536,0.13328628
0.43338449,0.11714202
0.54970986,0.14182124
0.36480086,0.08388769
0.42803294,0.09573323
0.50084905,0.12169903
0.42013649,0.13092708
0.44495903,0.10342738
0.34449862,0.08792663
0.40639932,0.11633496
0.44936359,0.12913647
0.37396988,0.10047112
0.45036073,0.09311737
0.49880015,0.15885316
0.43130509,0.11871797
0.44038507,0.11045852
0.49380125,0.11803070
0.38128313,0.10219516
0.39166133,0.11502945
0.49577105,0.10896195
0.46859163,0.14864944
0.33941531,0.08382887
0.38424191,0.12130428
0.31471462,0.08801577
0.53071221,0.12465259
0.40038213,0.10934842
0.36890835,0.08947802
0.44276313,0.11759510
0.41477633,0.12516376
0.44328281,0.14417377
0.45855960,0.15275657
0.36005975,0.12433015
0.39539991,0.10057011
0.42589408,0.14344277
0.37661469,0.10811124
0.57542339,0.14025693
0.34198416,0.11105371
0.40831905,0.13222231
0.52662880,0.15157690
0.44808774,0.11175476
0.42979120,0.08893980
0.39085504,0.09021096
0.38654663,0.10321603
0.33029720,0.10586272
0.35291488,0.09152753
0.34492498,0.11626200
0.49431727,0.11925333
0.46673054,0.13558452
0.32151004,0.10582365
0.43967988,0.12329774
0.38356999,0.13637829
0.41530584,0.13986443
0.38638445,0.08885827
0.44613358,0.14796842
0.44486140,0.12034473
0.50023332,0.12224117
0.30698492,0.10854217
0.53621941,0.16380660
0.62397224,0.20395005
0.44801114,0.10464367
0.42051802,0.12339598
0.41506166,0.11146981
0.42717791,0.12398365
0.45487908,0.11629245
0.41461052,0.10835093
0.31250801,0.10901483
0.42018635,0.11147399
0.49277902,0.16619887
0.44755847,0.14169696
0.32628088,0.09702670
0.50080625,0.11627646
0.51811836,0.17874617
0.56840466,0.19759285
0.41188909,0.11676830
0.63729156,0.14907216
0.41173178,0.10617711
0.38243720,0.13124816
0.47652811,0.11745809
0.42859321,0.13759558
0.33414381,0.08032791
0.46318961,0.12876550
0.58509290,0.18996162
0.35552781,0.08709943
0.38028058,0.11617695
0.36994007,0.12102578
0.42843380,0.10127607
0.29092757,0.07468259
0.46092200,0.12119194
0.44064391,0.14730611
0.46187044,0.12134707
0.38086766,0.11096098
0.43373682,0.11009815
0.29777758,0.08495514
0.49354008,0.13343398
0.40125238,0.09316623
0.52688554,0.14886440
0.33752196,0.08884353
0.38218162,0.10835998
0.57494438,0.15085137
0.43086977,0.14066515
0.37149641,0.07185403
0.46381033,0.12913228
0.43574500,0.08840880
0.38196622,0.09468950
0.42800983,0.09426817
0.45619916,0.12272971
0.36490393,0.08332317
0.40579460,0.10785870
0.55886461,0.12012551
0.40773499,0.08431492
0.37960360,0.10476090
0.51274246,0.16784613
0.40593681,0.10537385
0.46492812,0.14764506
0.36124475,0.11225888
0.35885787,0.09873853
0.50102881,0.13902429
0.40873523,0.12745731
0.45773083,0.12244225
0.47825383,0.11852715
0.39891868,0.09254255
0.37131331,0.10309789
0.39118103,0.12533529
0.28888178,0.07359294
0.46443414,0.16531464
0.38746539,0.11745967
0.42583406,0.12730054
0.37846367,0.12623372
0.36045478,0.09270705
0.36497197,0.08247205
0.39037827,0.08833278
0.34282157,0.11031947
0.44358808,0.13322401
0.45130590,0.11875754
0.44712672,0.14534590
0.43576045,0.12167634
0.44321320,0.14475337
0.48556282,0.13015810
0.40779335,0.10228831
0.53788531,0.13034654
0.46753435,0.11712905
0.39368959,0.09570642
0.41491832,0.11092672
0.37508780,0.11034960
0.57716717,0.14527971
0.54064114,0.17383574
0.45425168,0.12318442
0.54142775,0.16833455
0.37475536,0.12115374
0.37092086,0.12925460
0.45033811,0.09672331
0.44084953,0.09907349
0.36615932,0.10206594
0.27055391,0.07327630
0.45767976,0.13427397
0.33294644,0.12108774
0.34003932,0.08230987
0.48297230,0.12300243
0.36520359,0.12758215
0.55790014,0.15866810
0.50892641,0.13585607
0.40592429,0.12359709
0.39394419,0.14014333
0.48065749,0.12278984
0.46983836,0.15944198
0.38117159,0.10555973
0.51988698,0.14547229
0.31321621,0.08532003
0.48632725,0.14397694
0.55000449,0.14733816
0.28428768,0.06421350
0.28902712,0.06598998
0.38890721,0.09810032
0.54075724,0.14061429
0.44994266,0.12519668
0.46887960,0.10241014
0.48047200,0.11763687
0.36006720,0.07069602
0.29354571,0.06994897
0.46691069,0.14711079
0.39335789,0.09826986
0.31295139,0.08603607
0.43551934,0.12854696
0.52139966,0.15875905
0.56859538,0.13543635
0.39619125,0.09414684
0.52519954,0.14714403
0.50902718,0.12629473
0.33821928,0.07994961
0.45698355,0.11937834
0.38795257,0.11472649
0.32629746,0.08082307
0.44514229,0.14939280
0.35397922,0.09758846
0.46705665,0.13381854
0.47930251,0.14600907
0.52858892,0.13108886
0.32967077,0.10822131
0.42121067,0.14728282
0.56961255,0.15661165
0.54158866,0.14216737
0.40649304,0.08824652
0.36637111,0.07997685
0.44852059,0.15237597
0.55225526,0.15999756
0.35401284,0.10543161
0.39625093,0.08884375
0.49158165,0.13861775
0.37279260,0.09534432
0.36110702,0.10739258
0.36430448,0.08345067
0.39816613,0.12012149
0.41014926,0.09388772
0.51304939,0.14377958
0.39823029,0.09669093
0.52698260,0.17271788
0.29545592,0.08927763
0.54534405,0.11777032
0.47156966,0.14605114
0.31851711,0.09669962
0.59400060,0.14139008
0.34283799,0.07381660
0.41446085,0.13865611
0.43280105,0.09249019
0.45162319,0.12519444
0.44588175,0.17237560
0.57195129,0.11936903
0.43436966,0.12602909
0.41573690,0.13075743
0.42433590,0.12167001
0.40741320,0.11905133
0.61923502,0.17437696
0.40233378,0.09878252
0.51781864,0.11741614
0.37624338,0.10397181
0.43969492,0.10691568
0.33619152,0.09874034
0.34721818,0.09907822
0.44404037,0.13228285
0.39665391,0.14461558
0.35138961,0.11449356
0.46568011,0.14614552
0.44474083,0.12374028
0.44748145,0.10964223
0.39324070,0.11668849
0.50946254,0.13243469
0.51250555,0.16256131
0.41313239,0.10715249
0.36904133,0.09098423
0.47883560,0.12413667
0.36122990,0.09239656
0.47301415,0.14773640
0.38100414,0.11808935
0.36623586,0.07968595
0.34674204,0.08265403
0.31892977,0.09197391
0.43532785,0.14627836
0.34716214,0.07004697
0.31259699,0.08857710
0.36710617,0.10103729
0.54265902,0.16335576
0.42596756,0.12160392
0.38704603,0.13992541
0.47619506,0.13569902
0.44125735,0.12326713
0.41787339,0.10529467
0.42144526,0.09375713
0.48514159,0.11661324
0.40308648,0.09012465
0.37697795,0.13861034
0.38372766,0.12879554
0.41501681,0.10471526
0.32825825,0.07929927
0.33703270,0.08319438
0.42893335,0.09820481
0.37799928,0.10135260
0.48760216,0.14868230
0.31210616,0.07105270
0.37002035,0.09981936
0.36293201,0.07490370
0.43143478,0.15774559
0.44610788,0.09800574
0.33314477,0.10021218
0.43712970,0.12884848
0.37828902,0.09866642
0.52796603,0.17193896
0.36852216,0.11170403
0.42799380,0.10446786
0.34554692,0.11398545
0.42978462,0.11786590
0.50394798,0.11181927
0.38123119,0.12205482
0.46243403,0.15235931
0.40591299,0.13109463
0.47234362,0.13023892
0.49481762,0.14836937
0.35467123,0.08681447
0.48776814,0.14577507
0.53205895,0.17408542
0.42787057,0.09220816
0.44942187,0.12362313
0.47910751,0.10003475
0.37064377,0.09805390
0.36186209,0.09870261
0.30460175,0.08104763
0.36303876,0.07016327
0.48983496,0.12335735
0.59606232,0.16476171
0.44704556,0.10146095
0.36710806,0.07341742
0.44696890,0.11290488
0.40519047,0.10720678
0.52921329,0.15507160
0.56312805,0.14215161
0.47904471,0.15416324
0.49995355,0.11886983
0.35979935,0.09780869
0.56580047,0.15436389
0.46347046,0.12594864
0.50390508,0.13056825
0.35948758,0.07924317
0.47376527,0.14179473
0.42131605,0.14226543
0.35674490,0.09263856
0.48251346,0.12976913
0.33491787,0.10838145
0.28707397,0.08901012
0.33864600,0.08704203
0.47355889,0.13727626
0.38538342,0.10407576
0.36192306,0.07894784
0.46277778,0.14795819
0.54627640,0.11385382
0.37801931,0.10859137
0.44497073,0.10598179
0.47727215,0.14761122
0.39109415,0.10628768
0.42851819,0.15156777
0.51598214,0.14052598
0.62197587,0.16353076
0.43485906,0.12744499
0.34669146,0.09418453
0.37624362,0.08798529
0.40642980,0.12592988
0.39519378,0.11245185
0.38990724,0.09453909
0.46604508,0.12467021
0.38155333,0.07882692
0.36502122,0.10947654
0.45703078,0.11631409
0.39342673,0.07482526
0.51628706,0.12880990
0.46423603,0.14235373
0.44199522,0.11823078
0.39629309,0.09238091
0.41596891,0.09817126
0.43290747,0.10903796
0.66725073,0.17733781
0.35557991,0.12193459
0.37851566,0.13931045
0.47815564,0.09672608
0.43540482,0.12090767
0.47344566,0.12867328
0.32306828,0.10093769
0.48746967,0.12056680
0.47632947,0.13960534
0.49607353,0.15119049
0.44294459,0.14472261
0.45928896,0.12715166
0.31909826,0.09246812
0.38784287,0.12449012
0.54196102,0.14024497
0.42578441,0.08856782
0.43097387,0.09641983
0.39257623,0.10217890
0.44470715,0.14377322
0.33096311,0.09207466
0.29109737,0.08337796
0.38292152,0.10081664
0.39983564,0.10471299
0.48999342,0.13380091
0.50125937,0.12854839
0.43782724,0.14429443
0.36610623,0.11177591
0.39448448,0.09285588
0.38066082,0.09979995
0.33351483,0.07736412
0.56146064,0.16588174
0.37786853,0.11375319
0.46662760,0.14222505
0.41396543,0.11243665
0.27922194,0.07025774
0.40824269,0.11988827
0.57398399,0.14453468
0.27545470,0.09015706
0.63386184,0.16595691
0.46021853,0.13874002
0.37678298,0.07780418
0.38855073,0.10169826
0.39619900,0.11344628
0.36115001,0.10637353
0.52552774,0.14741996
0.64932177,0.15570557
0.44129091,0.10110312
0.40302019,0.08656686
0.40215224,0.10165031
0.41993885,0.09869528
0.50848270,0.15021420
0.45540560,0.10138570
0.39921079,0.11789256
0.30497951,0.07315160
0.41600879,0.08894084
0.42056658,0.11092050
0.40216266,0.08371249
0.41136183,0.09305313
0.46506003,0.10830728
0.43508952,0.11283456
0.31878255,0.06922754
0.46167101,0.11390500
0.43921011,0.13809191
0.46763098,0.12452324
0.44242702,0.12583277
0.33475012,0.09771647
0.44305956,0.12276627
0.37169844,0.08940144
0.40482215,0.09965950
0.44742602,0.13184159
0.49218703,0.12687339
0.34761528,0.08230274
0.40169944,0.12543557
0.56305362,0.13271261
0.47653709,0.12219547
0.53793697,0.13554799
0.42955602,0.10036502
0.51413905,0.12465396
0.42899904,0.13185259
0.40230460,0.13461532
0.45256199,0.11655951
0.34150934,0.07601551
0.45073282,0.14787421
0.38628184,0.13516488
0.49488141,0.12212665
0.39364112,0.09618728
0.45682190,0.14277384
0.51028675,0.14157005
0.39271038,0.09155379
0.48059148,0.10929458
0.46329783,0.11489669
0.44634997,0.14312865
0.43185457,0.14101544
0.40143440,0.08773647
0.44700860,0.08224454
0.42433731,0.13083253
0.38262797,0.12490151
0.40085388,0.10687796
0.41029977,0.14385041
0.35490328,0.10159555
0.49796498,0.13412233
0.61437669,0.17491858
0.46645227,0.09492061
0.42369327,0.09075190
0.48922781,0.12277940
0.32385737,0.10336061
0.46442361,0.13482865
0.47385591,0.15023533
0.30698307,0.08147967
0.61154204,0.16167438
0.45783563,0.13063944
0.31943297,0.07156050
0.31835507,0.08714176
0.34072613,0.08378863
0.37509895,0.12149457
0.32526316,0.10063361
0.39808118,0.11096977
0.42854004,0.11301538
0.47352498,0.13404067
0.39661209,0.10532070
0.45209284,0.09479374
0.40644464,0.09048579
0.43302804,0.12734957
0.48320830,0.13666777
0.55195436,0.16526214
0.47708275,0.13610747
0.38406078,0.08536989
0.39449581,0.07755991
0.45641470,0.11046427
0.49093585,0.12320135
0.40936489,0.09703189
0.50693248,0.10961730
0.41943825,0.10810522
0.33238030,0.07075577
0.39923832,0.11791353
0.33448757,0.07558999
0.33961772,0.10646717
0.44445371,0.10420296
0.42480502,0.14791180
0.32865706,0.07723215
0.45492729,0.10348100
0.43348600,0.12157585
0.42474171,0.11084756
0.43625697,0.12146898
0.51227138,0.13362265
0.40377586,0.12209687
0.38205803,0.07828186
0.44092591,0.13600584
0.49982883,0.14225094
0.38194644,0.08100738
0.40371491,0.10802823
0.46478205,0.16078799
0.51021656,0.15069193
0.37228474,0.08750100
0.43225540,0.13537936
0.43385769,0.11115439
0.40952675,0.09649312
0.53969841,0.14658363
0.42851582,0.11497299
0.47233495,0.12682575
0.37888038,0.11940153
0.53965385,0.16451603
0.32656855,0.10321215
0.47182911,0.10851909
0.41493493,0.12238888
0.41462412,0.14172287
0.55400696,0.12274613
0.44351470,0.12542245
0.47792785,0.11400239
0.32069138,0.09559753
0.38416003,0.07851821
0.33719300,0.11192778
0.36175760,0.12746548
0.35888230,0.10789758
0.50258174,0.12961674
0.45025990,0.14551392
0.52701700,0.10069816
0.29833067,0.09830997
0.31931518,0.08113904
0.52089695,0.13924171
0.38113259,0.09431763
0.37058340,0.11113282
0.45847581,0.11057704
0.31741898,0.08324717
0.33374590,0.09030115
0.44472980,0.12405392
0.51027409,0.12190214
0.36867410,0.08128249
0.32804021,0.09948574
0.31981539,0.10200306
0.54680409,0.16412324
0.43013435,0.09902918
0.43954422,0.15318761
0.37933620,0.14508919
0.35075590,0.08570504
0.34685066,0.10532800
0.48373930,0.13299869
0.40996923,0.11740404
0.54971265,0.13370995
0.30090172,0.08990689
0.37776067,0.09382515
0.33387088,0.10108279
0.45504444,0.14315163
0.37636691,0.08488586
0.40829023,0.12488800
0.30923285,0.07048613
0.39139684,0.10364705
0.46826387,0.14091530
0.36816080,0.10351573
0.42009232,0.09150979
0.41427270,0.10668551
0.45077117,0.10281816
0.33062919,0.10807590
0.42985504,0.09114578
0.51022754,0.14292878
0.39757186,0.08809110
0.38328411,0.09486403
0.39664240,0.14135323
0.47025101,0.14225418
0.42896947,0.14347666
0.57511222,0.19839851
0.42493101,0.14251108
0.48163967,0.12492453
0.36382799,0.07389142
0.40045215,0.08509397
0.38228658,0.13376156
0.31368115,0.07411454
0.42328669,0.14026191
0.31315167,0.10226319
0.35826088,0.10264638
0.44377751,0.12643041
0.48217891,0.13606758
0.50246510,0.11766278
0.49977941,0.14519546
0.37398545,0.11500010
0.45557185,0.11492009
0.56189664,0.17299949
0.36724669,0.10620024
0.55250109,0.13164171
0.38176696,0.08308217
0.32617861,0.09568724
0.42586383,0.12162374
0.36916981,0.10539077
0.35581284,0.10511997
0.39299129,0.10175003
0.30535979,0.08556746
0.47047167,0.12809137
0.43591495,0.09895982
0.30607669,0.08255039
0.50218144,0.15257440
0.36331883,0.10479033
0.45529834,0.14328439
0.43651862,0.09643677
0.45662614,0.15047916
0.48335396,0.12518877
0.44674948,0.12923614
0.34666765,0.09548561
0.40841173,0.12811807
0.43064300,0.10727402
0.42539261,0.12509613
0.35852978,0.09713642
0.44297621,0.13261750
0.41067983,0.09517955
0.44647424,0.12484039
0.40298129,0.10843646
0.38646386,0.07958792
0.51830926,0.12934804
0.40831985,0.10670265
0.38945807,0.09897416
0.44773690,0.10161431
0.51360073,0.12592144
0.35114548,0.09949604
0.37367803,0.10068138
0.36814675,0.07591790
0.53903638,0.14313473
0.57279819,0.13358336
0.34574041,0.08225734
0.43301709,0.13014657
0.42842997,0.09651380
0.62277377,0.15693558
0.38699035,0.10774826
0.51773344,0.13980114
0.44887705,0.09146154
0.41817009,0.12217584
0.47335231,0.10770366
0.45615033,0.12120755
0.39569126,0.10532353
0.47813374,0.12016930
0.40864703,0.11480660
0.34900962,0.08379010
0.31966248,0.10857656
0.37634457,0.10988403
0.55481513,0.16242759
0.39908598,0.12026014
0.59559143,0.17408967
0.45212815,0.14540499
0.50391646,0.12087911
0.38107927,0.08969014
0.36122707,0.11456496
0.32121726,0.10906499
0.40152902,0.12540920
0.52531467,0.16350117
0.38067779,0.11529428
0.41204726,0.08923532
0.42550183,0.12273579
0.36486911,0.10452636
0.53878021,0.14298455
0.45443552,0.14770450
0.48268711,0.16676227
0.37521965,0.08618628
0.37332642,0.09192670
0.32830094,0.07521349
0.37082557,0.11370882
0.37576434,0.12307094
0.44907549,0.14105251
0.42501626,0.12841201
0.46187527,0.10761583
0.40783688,0.13610615
0.31071039,0.07606908
0.39361133,0.13077070
0.38167654,0.11039049
0.38583254,0.08895580
0.32362734,0.07272586
0.34605464,0.09830726
0.39614933,0.10851082
0.37569250,0.09156748
0.51354861,0.13349305
0.33406861,0.10628911
0.40396350,0.10302258
0.36275736,0.11254945
0.40767895,0.10139662
0.39999890,0.13249909
0.47778145,0.12434992
0.33538064,0.08956865
0.55049540,0.14943850
0.50558048,0.13339614
0.43000353,0.10161208
0.39842648,0.14029882
0.38324409,0.12947547
0.47153190,0.11066106
0.34143402,0.10696152
0.47090847,0.09387811
0.49991027,0.16066755
0.36711373,0.07633832
0.45669413,0.11616340
0.50522931,0.14442787
0.42383169,0.11819262
0.28456727,0.07106453
0.34746027,0.09274182
0.36746414,0.10357015
0.33925607,0.08175458
0.45848959,0.15491432
0.35948944,0.08956003
0.34485116,0.07230223
0.36560780,0.10794891
0.37761989,0.10119817
0.39657550,0.10625481
0.33252510,0.11577807
0.37897534,0.12108077
0.33850242,0.11918977
0.36487611,0.11254548
0.35684875,0.10341364
0.39459603,0.13668391
0.31825295,0.06728131
0.53299614,0.16395695
0.42606132,0.12893940
0.48017916,0.09451215
0.49770762,0.13979531
0.35302631,0.08306593
0.51994797,0.13476985
0.35730626,0.09396403
0.42152993,0.11685895
0.42573419,0.10992239
0.51079865,0.14229570
0.42628855,0.11148952
0.40732599,0.14514184
0.39769322,0.10245116
0.41468390,0.14616247
0.44499177,0.10980971
0.51362074,0.12742154
0.39890334,0.14239335
0.42256820,0.11127233
0.47065099,0.14887897
0.39137587,0.10588007
0.43576312,0.13232695
0.44428872,0.13103936
0.44669338,0.11776228
0.41314452,0.10867393
0.54177468,0.17360494
0.35839989,0.09290105
0.36909404,0.11880669
0.32633256,0.10347550
0.35777987,0.10248810
0.38777406,0.09059012
0.40154806,0.12129341
0.37435507,0.10917748
0.56337057,0.17985028
0.39759639,0.13030757
0.43743266,0.12825722
0.45127604,0.12774830
0.49527142,0.14849473
0.37825004,0.09512852
0.45084909,0.11301579
0.45723871,0.12792138
0.45250181,0.12261861
0.39638822,0.10892100
0.48052226,0.13177807
0.35819246,0.10357895
0.28841553,0.07400151
0.46104364,0.14819472
0.38605466,0.08162059
0.39531884,0.12223196
0.59434456,0.14977414
0.36896122,0.12210333
0.42868682,0.09572178
0.56611314,0.15316366
0.42865527,0.11473101
0.60336780,0.14097411
0.41841418,0.10354663
0.35091539,0.10678897
0.33856415,0.09171792
0.41533614,0.12468592
0.39623321,0.10413185
0.50383658,0.14380131
0.38525784,0.11240066
0.42337999,0.10364361
0.54685153,0.12358504
0.47724460,0.11729456
0.41883046,0.10623587
0.35481394,0.08717877
0.46986050,0.10618671
0.38672710,0.11247096
0.39361689,0.09694753
0.50337157,0.11281267
0.34755110,0.06891902
0.49492334,0.15140287
0.54668316,0.13443880
0.41026574,0.12581863
0.39544638,0.12477289
0.46988629,0.14423024
0.52035716,0.13924650
0.39731614,0.10217688
0.44505501,0.09750187
0.39080591,0.11522500
0.35923674,0.10310370
0.40987002,0.12782717
0.40969901,0.09424436
0.44377597,0.13922353
0.38118273,0.11100162
0.47689603,0.13211294
0.36053875,0.11717115
0.48502101,0.14277210
0.40464040,0.10402247
0.39127617,0.13176874
0.42465166,0.09560409
0.45268466,0.12797139
0.44932620,0.10629492
0.50289111,0.12137263
0.39479151,0.09376928
0.44990196,0.11832506
0.36292650,0.09925804
0.39853423,0.12224855
0.40123419,0.10091421
0.38813907,0.09335982
0.33703092,0.07467668
0.59840806,0.17046410
0.37109875,0.08493563
0.31507323,0.09180488
0.30452553,0.08972853
0.44006529,0.12973416
0.46912204,0.14042963
0.35963831,0.09288045
0.33894809,0.10302607
0.45113196,0.10285709
0.52848268,0.12483622
0.41100296,0.10646831
0.56623840,0.15113094
0.36651074,0.07746850
0.55575498,0.13861335
0.44229525,0.14696755
0.33789157,0.07398354
0.39024945,0.10604022
0.38822536,0.10505065
0.46646818,0.15278486
0.44063168,0.13738164
0.42226911,0.12490157
0.47593523,0.16076804
0.43611607,0.12616684
0.55289954,0.15959778
0.55603409,0.13653813
0.51569279,0.14579634
0.51977389,0.12800908
0.29176578,0.07516121
0.39095074,0.10209409
0.38156309,0.09403782
0.40310395,0.10072912
0.64469493,0.16573926
0.46718304,0.13188727
0.34348900,0.08090789
0.44376119,0.13826874
0.38700992,0.08495743
0.47414297,0.14668420
0.48254503,0.10820300
0.48721338,0.16312569
0.47594563,0.12551873
0.38359151,0.11890819
0.51477990,0.14443294
0.44599206,0.14053779
0.48466806,0.09469184
0.47151227,0.13316489
0.33945210,0.07644427
0.42833597,0.10229204
0.39054888,0.11098828
0.33969625,0.09867029
0.56099703,0.10936089
0.44258020,0.13680421
0.36796406,0.10425641
0.40569495,0.12267708
0.42124966,0.08442533
0.54314434,0.13093004
0.35554993,0.09612802
0.40104922,0.08418932
0.59894779,0.15301278
0.43915839,0.12873986
0.40604300,0.09702424
0.38573598,0.12186268
0.57501480,0.14757416
0.34687811,0.10192015
0.51244464,0.14763557
0.46665872,0.16118732
0.46132171,0.14098482
0.43441924,0.10469960
0.42100069,0.15232205
0.42523196,0.11662364
0.44509057,0.14625141
0.46478733,0.13052638
0.38216769,0.08620145
0.32027316,0.09773258
0.45605529,0.09480027
0.45279526,0.12849881
0.60908300,0.18251953
0.57140734,0.17639574
0.42531041,0.12057668
0.46410426,0.10644279
0.41632678,0.12327614
0.51617993,0.11715771
0.44227806,0.14726991
0.44637526,0.13539943
0.41783408,0.09220282
0.41849064,0.13887210
0.37292781,0.08877370
0.42761091,0.13547226
0.40181575,0.12978785
0.48645927,0.11332952
0.55448674,0.17595471
0.55578354,0.16227010
0.35157271,0.09780639
0.55643808,0.17345832
0.42270105,0.13755782
0.52527204,0.15585919
0.47652786,0.13903281
0.46323694,0.11952322
0.38114134,0.13329436
0.44301248,0.10093807
0.62212219,0.16744377
0.44731308,0.11324489
0.46324928,0.15685391
0.49924838,0.12346388
0.37435935,0.09294825
0.42944115,0.12234201
0.46837842,0.13313603
0.38427881,0.08014435
0.44235148,0.14938431
0.41725680,0.08858214
0.38747634,0.11293702
0.38404665,0.14352774
0.37093936,0.08690962
0.35531629,0.08080217
0.33160342,0.10183609
0.41508596,0.11584673
0.36675697,0.08430219
0.47095811,0.10635880
0.38674645,0.08610841
0.37240461,0.12628045
0.32118942,0.10133133
0.37269914,0.08949575
0.39023705,0.09617938
0.39151784,0.10073122
0.48058444,0.13712427
0.53492524,0.16230676
0.34907698,0.09708847
0.50771631,0.14482536
0.32998231,0.10784542
0.43538147,0.12254663
0.51787471,0.10500713
0.47398888,0.13136394
0.42762181,0.11390422
0.41282173,0.12868981
0.37519900,0.10010322
0.41664912,0.12192219
0.47635352,0.10230789
0.45433494,0.13798265
0.36688929,0.09927267
0.32517587,0.07105616
0.51376228,0.16021367
0.40614912,0.11543568
0.40782948,0.10900253
0.43758982,0.10610434
0.50762378,0.14825306
0.46018568,0.12099147
0.53984488,0.17011088
0.57973128,0.14770246
0.43033052,0.13022698
0.42698520,0.13528258
0.38709473,0.10872520
0.44878650,0.09869909
0.36452890,0.09687317
0.51424417,0.13767960
0.48971266,0.14037775
0.32958201,0.06633643
0.49945496,0.13683990
0.36643726,0.10960605
0.41301725,0.08942268
0.42029935,0.12489481
0.34601885,0.09142531
0.42192107,0.15162199
0.34238617,0.10674386
0.50973164,0.13277655
0.32263041,0.09877132
0.40992516,0.10157440
0.34654080,0.11078187
0.51688869,0.15525686
0.44135048,0.12872758
0.48800977,0.11623089
0.52786300,0.16520562
0.36002702,0.09474282
0.46141086,0.13404813
0.36415077,0.08819166
0.40271510,0.13693097
0.40900271,0.13875957
0.35657198,0.11665262
0.51262908,0.15457937
0.34584543,0.11049808
0.38898517,0.10250956
0.36585946,0.10494979
0.42877127,0.11578366
0.34602657,0.07884450
0.51276650,0.13970087
0.44190553,0.10406441
0.49012568,0.16365281
0.52007495,0.12937628
0.42922854,0.10297694
0.36661190,0.10475128
0.33111773,0.11280740
0.37706608,0.09286672
0.49291645,0.12769086
0.46199603,0.10862491
0.50451786,0.17101219
0.34479425,0.12635395
0.36909047,0.11088965
0.41723410,0.08994763
0.41643887,0.11177966
0.45914138,0.13289261
0.49740489,0.11617301
0.47954067,0.13257255
0.42081596,0.11223178
0.38147722,0.10374983
0.51924840,0.13186864
0.39899789,0.08960279
0.44463557,0.11391643
0.41045548,0.10959073
0.37244808,0.14142639
0.31858601,0.08264655
0.35658332,0.09360143
0.47242057,0.12494067
0.47478216,0.12376259
0.48172571,0.13060482
0.48475276,0.13873541
0.43341951,0.14459172
0.29766575,0.07522306
0.53716148,0.17300295
0.54799745,0.13853551
0.54724988,0.15900665
0.45760644,0.15265984
0.41136891,0.09707408
0.38885050,0.12320308
0.42457860,0.09850165
0.44807972,0.15231716
0.43043696,0.10271936
0.39215983,0.10843895
0.52047762,0.12535378
0.49338156,0.14271209
0.44676875,0.13132839
0.36286235,0.12103581
0.42713252,0.11863934
0.38864994,0.09357312
0.39233360,0.12328610
0.41910689,0.13522088
0.54846673,0.13345149
0.43050685,0.12705977
0.49411344,0.14703502
0.33401365,0.06730106
0.42857362,0.14552526
0.34220665,0.10275880
0.48724220,0.12364273
0.53315539,0.13697478
0.40475325,0.10513670
0.48793487,0.15297358
0.53689545,0.11570810
0.48023132,0.13115847
0.41081352,0.11904370
0.33505790,0.10529671
0.48472344,0.16140150
0.57607712,0.13979186
0.45468799,0.12683114
0.50979684,0.13243697
0.49339706,0.10749792
0.32042338,0.09736001
0.48064205,0.14992429
0.39106896,0.11392040
0.43785057,0.10220075
0.44664975,0.15270877
0.47240160,0.10317471
0.61155016,0.15171981
0.39022473,0.09114301
0.50954465,0.14841163
0.42560110,0.14699809
0.49596141,0.15303495
0.49832033,0.12957765
0.41692746,0.09587254
0.39579408,0.10689303
0.34604569,0.09651765
0.54090445,0.13302803
0.49898457,0.12711352
0.56312300,0.14905279
0.40324987,0.15908464
0.44420487,0.13600065
0.53660418,0.11977729
0.39213260,0.13836176
0.43883213,0.12719381
0.43539429,0.13791709
0.57031911,0.16393864
0.37236010,0.09257323
0.42107959,0.13723414
0.48566623,0.12926014
0.44548109,0.15323520
0.34826847,0.09544502
0.33459100,0.10662042
0.41578107,0.10535968
0.43249149,0.10840804
0.41259383,0.11612162
0.39041802,0.09047289
0.52306957,0.12826839
0.36463760,0.11662104
0.44867152,0.12378525
0.44955933,0.12653889
0.43427453,0.10018211
0.39323673,0.12567598
0.51057659,0.13370078
0.36915628,0.08504816
0.42897045,0.10579131
0.51062099,0.14208116
0.32806434,0.08195180
0.45740060,0.13680914
0.44920353,0.12581080
0.37683149,0.08381781
0.43634250,0.10002633
0.43803560,0.10763027
0.52122380,0.14247708
0.36253377,0.07898584
0.44432842,0.15799776
0.40097254,0.14003085
0.32464504,0.08004384
0.40275750,0.10252920
0.37181160,0.08227197
0.47853984,0.14261257
0.54483118,0.16972061
0.36808549,0.10613515
0.40123706,0.14252494
0.33674525,0.08499142
0.42607409,0.11362766
0.41519380,0.10973064
0.54584269,0.14836655
0.50703894,0.11660461
0.35436084,0.10464538
0.39666975,0.10068950
